year_week,clean_region,clean_therapeutic_area,clean_brand,alert_category,alert_type,severity_level,previous_share_pp,current_share_pp,share_shift_pp,share_shift_bps,dynamic_upper_threshold,dynamic_lower_threshold,statistical_z_score,isolation_forest_score,triggered_techniques,executive_brief
2022-W32,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,14.368310985361052,16.1669741697417,1.798663184380647,179.8663184380647,9.861250797014495,-13.655750180147166,5.14625201746927,0.1290617202493478,"MA Trend Deviation, Robust Z-Score Spike",Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +1.80 pp / +180 bps). Current Share: 16.17%.
2022-W33,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,16.1669741697417,18.28860081553162,2.12162664578992,212.162664578992,3.3414164881097954,-1.6555785767158242,5.612684489840448,0.07838932399728799,"MA Trend Deviation, Robust Z-Score Spike",Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +2.12 pp / +212 bps). Current Share: 18.29%.
2022-W34,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,18.28860081553162,12.263063524590164,-6.025537290941456,-602.5537290941455,4.106792269613936,-1.188348222104908,-10.0,0.042070645246934935,"MA Trend Deviation, Robust Z-Score Spike, Volatility Envelope Breach",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -6.03 pp / -603 bps). Current Share: 12.26%.
2022-W40,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,11.856997424995509,10.604651162790697,-1.2523462622048118,-125.23462622048118,4.524761972411781,-4.81159032904881,-0.5129423390947171,0.14942397721302952,3-Wk Erosion,Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -1.25 pp / -125 bps). Current Share: 10.60%.
2022-W41,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,10.604651162790697,10.020578484051674,-0.5840726787390231,-58.40726787390231,0.4632380622841854,-2.6255063725112198,1.9086917004604063,0.16817385849198402,"MA Trend Deviation, 3-Wk Erosion",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -0.58 pp / -58 bps). Current Share: 10.02%.
2022-W42,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,10.020578484051674,8.018391835819221,-2.0021866482324526,-200.21866482324526,0.4544970571292367,-2.013811775626622,-4.782589362116591,0.1350340734824667,"MA Trend Deviation, Robust Z-Score Spike, 3-Wk Erosion",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -2.00 pp / -200 bps). Current Share: 8.02%.
2022-W48,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,6.2668463611859835,7.807183364839319,1.5403370036533355,154.03370036533354,3.6588205242772944,-4.181474565598538,3.162031407837627,0.13449165792655754,"MA Trend Deviation, Robust Z-Score Spike",Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +1.54 pp / +154 bps). Current Share: 7.81%.
2023-W03,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,7.080187716792491,5.387166210948862,-1.693021505843629,-169.30215058436292,2.813568175590636,-1.9938792640620517,-2.694208926312763,0.053051905372006325,MA Trend Deviation,Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -1.69 pp / -169 bps). Current Share: 5.39%.
2023-W07,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,6.936522539098436,5.2757934184330715,-1.6607291206653647,-166.07291206653647,4.348572343250952,-3.3156681244845694,-5.536884757476866,0.04379401583826592,"MA Trend Deviation, Robust Z-Score Spike",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -1.66 pp / -166 bps). Current Share: 5.28%.
2023-W11,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,5.013110250967661,8.113196782107604,3.100086531139943,310.0086531139943,3.601103448226037,-3.776225559869644,2.6174293894681075,0.05291364933747189,MA Trend Deviation,Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +3.10 pp / +310 bps). Current Share: 8.11%.
2023-W12,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,8.113196782107604,6.391909940850983,-1.721286841256621,-172.1286841256621,7.331572794385822,-6.265571397139217,-1.0821255304608963,0.09288503065618559,MA Trend Deviation,Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -1.72 pp / -172 bps). Current Share: 6.39%.
2023-W13,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,6.391909940850983,10.060035696900862,3.6681257560498786,366.81257560498784,7.792674529510539,-7.080826522966206,1.9031530278423041,0.06756713934273956,MA Trend Deviation,Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +3.67 pp / +367 bps). Current Share: 10.06%.
2023-W14,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,10.060035696900862,6.771524224622577,-3.2885114722782847,-328.85114722782845,10.566064267209864,-7.2014473032543975,-7.585936259927852,0.006221256685040366,"MA Trend Deviation, Robust Z-Score Spike",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -3.29 pp / -329 bps). Current Share: 6.77%.
2023-W26,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,10.23088146940177,13.962488835963086,3.7316073665613168,373.1607366561317,2.264978764795072,-2.5238606568660433,8.793280049808317,0.1096497953101781,"MA Trend Deviation, Robust Z-Score Spike, Volatility Envelope Breach",Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +3.73 pp / +373 bps). Current Share: 13.96%.
2023-W35,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,15.640766902119072,10.838380618425248,-4.802386283693824,-480.2386283693824,2.7355023277169415,-3.053883562347925,-10.0,0.06308961708386251,"MA Trend Deviation, Robust Z-Score Spike, Volatility Envelope Breach",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -4.80 pp / -480 bps). Current Share: 10.84%.
2023-W37,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,10.838380618425248,13.06779909210719,2.2294184736819425,222.94184736819426,7.670321287863521,-10.343747379439025,6.44196365136614,0.1661185816205465,"MA Trend Deviation, Robust Z-Score Spike",Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +2.23 pp / +223 bps). Current Share: 13.07%.
2023-W40,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,14.290048543689322,11.68177829774788,-2.6082702459414424,-260.82702459414423,10.957448962970952,-11.857927868590787,-2.565294880290317,0.09422442719218044,MA Trend Deviation,Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -2.61 pp / -261 bps). Current Share: 11.68%.
2023-W43,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,13.685481089780435,15.621877289987344,1.936396200206909,193.6396200206909,6.183704508955349,-6.586749478227939,1.0684407112346086,0.14751086785537454,MA Trend Deviation,Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +1.94 pp / +194 bps). Current Share: 15.62%.
2023-W44,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,15.621877289987344,11.593671736607416,-4.028205553379928,-402.82055533799286,3.385155635578419,-0.7584229740854425,-7.315799892362199,0.10408937808349283,"MA Trend Deviation, Robust Z-Score Spike, Volatility Envelope Breach",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -4.03 pp / -403 bps). Current Share: 11.59%.
2023-W45,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,11.593671736607416,15.815019549683159,4.221347813075743,422.1347813075743,9.704091764101676,-10.14336785745947,3.7354669145772372,0.07803628310910099,"MA Trend Deviation, Robust Z-Score Spike",Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +4.22 pp / +422 bps). Current Share: 15.82%.
2023-W48,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,10.950685654008439,9.887537820403036,-1.0631478336054023,-106.31478336054023,11.506565270443323,-11.935222658842642,0.31056290550543886,0.1730273723643112,3-Wk Erosion,Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -1.06 pp / -106 bps). Current Share: 9.89%.
2023-W49,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,9.887537820403036,13.145812750624744,3.2582749302217078,325.82749302217076,1.2170115117979472,-5.168665997984696,5.115688555498562,0.12090350485962248,"MA Trend Deviation, Robust Z-Score Spike, Volatility Envelope Breach",Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +3.26 pp / +326 bps). Current Share: 13.15%.
2023-W52,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,13.43612334801762,10.456651224354733,-2.9794721236628874,-297.94721236628874,6.590449468552808,-4.224725783476418,-8.062504243824892,0.1391095525263948,"MA Trend Deviation, Robust Z-Score Spike",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -2.98 pp / -298 bps). Current Share: 10.46%.
2024-W02,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,11.110394218981869,9.314279258924536,-1.7961149600573325,-179.61149600573324,5.315249875557302,-6.678027603443263,-3.7653601739813705,0.15660606579586384,"MA Trend Deviation, Robust Z-Score Spike",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -1.80 pp / -180 bps). Current Share: 9.31%.
2024-W03,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,9.314279258924536,11.226611226611226,1.91233196768669,191.233196768669,4.185151304352547,-6.933047363747936,2.113772181124101,0.11919844634104948,MA Trend Deviation,Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +1.91 pp / +191 bps). Current Share: 11.23%.
2024-W07,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,11.330281405681971,8.56053384175405,-2.76974756392792,-276.974756392792,5.894814523430015,-5.8257010707161845,-10.0,0.1143951925889568,"MA Trend Deviation, Robust Z-Score Spike",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -2.77 pp / -277 bps). Current Share: 8.56%.
2024-W11,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,7.892798458836195,6.793698237748302,-1.0991002210878928,-109.91002210878929,3.0017649019357977,-3.446921823881035,-0.6522197763583142,0.11547861022202116,3-Wk Erosion,Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -1.10 pp / -110 bps). Current Share: 6.79%.
2024-W15,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,9.870450339296731,7.131052212768561,-2.7393981265281697,-273.93981265281695,3.967525806541354,-1.9163577388424011,-8.796443801091089,0.0995486461316144,"MA Trend Deviation, Robust Z-Score Spike, Volatility Envelope Breach",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -2.74 pp / -274 bps). Current Share: 7.13%.
2024-W22,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,7.259559675550406,5.006910415881392,-2.252649259669014,-225.26492596690142,2.606473660660947,-2.5892510827169812,-2.0833292653386373,0.0007078583088673263,MA Trend Deviation,Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -2.25 pp / -225 bps). Current Share: 5.01%.
2024-W26,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,8.183669690798,5.960654335507324,-2.223015355290676,-222.30153552906762,5.4126679809797364,-3.2948284643686643,-3.714369309760349,0.0858158177517444,"MA Trend Deviation, Robust Z-Score Spike",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -2.22 pp / -222 bps). Current Share: 5.96%.
2024-W30,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,7.398037884864565,4.965580805898787,-2.4324570789657782,-243.2457078965778,2.7716578984901994,-1.8134021989187052,-8.575455114574439,-0.009882667100848175,"MA Trend Deviation, Robust Z-Score Spike, Volatility Envelope Breach, Isolation Forest ML",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -2.43 pp / -243 bps). Current Share: 4.97%.
2024-W32,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,5.089074373987791,7.9875195007800315,2.8984451267922404,289.84451267922407,3.6827693572371856,-5.148543673949727,9.403012574344478,0.08695050725761294,"MA Trend Deviation, Robust Z-Score Spike",Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +2.90 pp / +290 bps). Current Share: 7.99%.
2024-W37,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,5.691447803353567,9.357783724224774,3.666335920871207,366.6335920871207,2.4916135248767244,-2.6836878766627805,10.0,0.028887591142747082,"MA Trend Deviation, Robust Z-Score Spike, Volatility Envelope Breach",Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +3.67 pp / +367 bps). Current Share: 9.36%.
2024-W38,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,9.357783724224774,6.595901337587434,-2.76188238663734,-276.188238663734,8.20553372210921,-6.552873540807011,-7.422562305248276,0.0744605328505184,"MA Trend Deviation, Robust Z-Score Spike",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -2.76 pp / -276 bps). Current Share: 6.60%.
2024-W40,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,6.22131565527792,6.059816250733042,-0.16149940454487766,-16.149940454487766,9.92471655149868,-9.571471316882445,0.06020478899488767,0.025349752999223818,3-Wk Erosion,Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -0.16 pp / -16 bps). Current Share: 6.06%.
2024-W46,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,5.80696106420458,8.704346291830854,2.897385227626274,289.73852276262744,3.1999577379201294,-3.3672446920750674,3.8195736952797406,0.10871149523609591,"MA Trend Deviation, Robust Z-Score Spike",Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +2.90 pp / +290 bps). Current Share: 8.70%.
2025-W02,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,7.497151082588617,9.235729186421391,1.738578103832774,173.85781038327738,3.3648747558214285,-3.1421989325538253,2.1710028356772058,0.15056017774915798,MA Trend Deviation,Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +1.74 pp / +174 bps). Current Share: 9.24%.
2025-W11,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,9.356136820925553,9.211242067089756,-0.1448947538357963,-14.48947538357963,2.0256568730814974,-2.5876944202674537,1.4957392537692742,0.12650064810736522,3-Wk Erosion,Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -0.14 pp / -14 bps). Current Share: 9.21%.
2025-W15,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,8.371883109556585,10.73480236645803,2.3629192569014457,236.29192569014458,2.5202045594389317,-3.0797771977943795,10.0,0.15447243563592644,"MA Trend Deviation, Robust Z-Score Spike",Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +2.36 pp / +236 bps). Current Share: 10.73%.
2025-W20,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,8.173661360347321,10.349382471435176,2.1757211110878547,217.57211110878546,1.659850424875477,-3.3672777622826167,4.7270129849360005,0.15479712450349203,"MA Trend Deviation, Robust Z-Score Spike, Volatility Envelope Breach",Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +2.18 pp / +218 bps). Current Share: 10.35%.
2025-W27,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,9.794706900816227,11.470482145004208,1.6757752441879816,167.57752441879816,1.8298310243745932,-2.579152585336053,2.328359972067015,0.15406962189016604,MA Trend Deviation,Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +1.68 pp / +168 bps). Current Share: 11.47%.
2025-W30,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,10.014513788098693,14.645372759606667,4.630858971507974,463.08589715079745,4.394362973440082,-4.2478250485851055,4.350548049993118,0.05363422449336497,"MA Trend Deviation, Robust Z-Score Spike, Volatility Envelope Breach",Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +4.63 pp / +463 bps). Current Share: 14.65%.
2025-W31,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,14.645372759606667,9.60785614756818,-5.0375166120384876,-503.75166120384876,10.411867050019463,-8.295273306951156,-4.1071341285722855,-0.020525635328220715,"MA Trend Deviation, Robust Z-Score Spike, Isolation Forest ML",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -5.04 pp / -504 bps). Current Share: 9.61%.
2025-W36,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,9.654916970183343,13.218721724109564,3.5638047539262203,356.38047539262203,2.010918840483506,-1.9795449587400635,4.272548237094277,0.07841459457118966,"MA Trend Deviation, Robust Z-Score Spike, Volatility Envelope Breach",Regional Growth Spike for Corvyx Pharma in Andhra Pradesh (Shift: +3.56 pp / +356 bps). Current Share: 13.22%.
2025-W37,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,13.218721724109564,6.354210877341902,-6.864510846767661,-686.4510846767662,7.693907642365952,-5.347636897237971,-3.823889005257081,-0.1009649777088718,"MA Trend Deviation, Robust Z-Score Spike, Volatility Envelope Breach, Isolation Forest ML",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -6.86 pp / -686 bps). Current Share: 6.35%.
2025-W45,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,6.99790854106608,5.343239227340268,-1.6546693137258117,-165.46693137258117,4.225348708312073,-4.02361614948702,-1.8934252693939317,0.05292402868757906,MA Trend Deviation,Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -1.65 pp / -165 bps). Current Share: 5.34%.
2025-W49,Andhra Pradesh,Cardiology,Corvyx Pharma,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,6.9704908990623275,5.2747616160502675,-1.69572928301206,-169.572928301206,3.837215662707583,-2.752381214892877,-5.288859102638806,0.06673840803352149,"MA Trend Deviation, Robust Z-Score Spike",Regional Share Decline for Corvyx Pharma in Andhra Pradesh (Shift: -1.70 pp / -170 bps). Current Share: 5.27%.
2022-W04,Andhra Pradesh,Cardiology,Meditrix Labs,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,REGIONAL SHARE DECLINE,11.515935194340916,8.488430583501005,-3.0275046108399106,-302.75046108399107,4.450698169895455,-1.5670562065462508,-4.2506538437819765,0.12225532311361098,"MA Trend Deviation, Robust Z-Score Spike, Volatility Envelope Breach",Regional Share Decline for Meditrix Labs in Andhra Pradesh (Shift: -3.03 pp / -303 bps). Current Share: 8.49%.
2022-W07,Andhra Pradesh,Cardiology,Meditrix Labs,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,REGIONAL GROWTH SPIKE,7.39302088639837,11.40500266098989,4.01198177459152,401.198177459152,4.616584302487072,-7.365193841115436,3.690966082990505,0.08751864391125791,"MA Trend Deviation, Robust Z-Score Spike",Regional Growth Spike for Meditrix Labs in Andhra Pradesh (Shift: +4.01 pp / +401 bps). Current Share: 11.41%.
