date,week_number,year,region,therapeutic_area,product,brand,trx,nrx,units
2026-01-12,2,2026,ANDHRA PRADESH,CARDIOLOGY,Vascolin,Zenova Biosciences,1641,396.0,1835.0
2026-01-12,2,2026,karnataka,RESPIRATORY,Respivan,Aerovant Pharma,2109,653.0,2430.0
2026-01-12,2,2026,  Tamil Nadu  ,diabetes,Glucotend,Glucera Health,4257,1388.0,4649.0
2026-01-12,2,2026,AndhraPradesh,CARDIOLOGY,Cordamet,Meditrix Labs,2814,789.0,3269.0
2026-01-12,2,2026,AndhraPradesh,DIABETES,Metforal,Novanta Pharma,4981,1739.0,6001.0
2026-01-12,2,2026,Tamil Nadu,Diabetes,Insulyn,Insulara Biotech,2182,572.0,2663.0
2026-01-12,2,2026,  West Bengal  ,respiratory,Bronchel,Breathex Labs,1581,418.0,1783.0
2026-01-12,2,2026,kerala,Cardiology,Vascolin,Zenova Biosciences,5303,1241.0,6087.0
2026-01-12,2,2026,Gujarat,  Diabetes  ,Glucotend,Glucera Health,2242,571.0,2519.0
2026-01-12,2,2026,TELANGANA,RESPIRATORY,Airovent,Pulmovia Therapeutics,2941,933.0,3389.0
2026-01-12,2,2026,Kerala,respiratory,Respivan,Aerovant Pharma,2715,608.0,3326.0
2026-01-12,2,2026,TELANGANA,diabetes,Insulyn,Insulara Biotech,1890,479.0,2259.0
2026-01-12,2,2026,tamil nadu,Respiratory,Airovent,Pulmovia Therapeutics,3925,1252.0,4326.0
2026-01-12,2,2026,  Kerala  ,DIABETES,Metforal,Novanta Pharma,1923,642.0,2098.0
2026-01-12,2,2026,telangana,  Cardiology  ,Cardivex,Corvyx Pharma,5304,1072.0,5747.0
2026-01-12,2,2026,KERALA,  Diabetes  ,Metforal,Novanta Pharma,4845,1190.0,5280.0
2026-01-12,2,2026,AndhraPradesh,Cardiology,Cordamet,Meditrix Labs,4723,1407.0,5636.0
2026-01-12,2,2026,WestBengal,  Respiratory  ,Airovent,Pulmovia Therapeutics,2038,635.0,2209.0
2026-01-12,2,2026,rajasthan,RESPIRATORY,Respivan,Aerovant Pharma,5595,1505.0,6142.0
2026-01-12,2,2026,Andhra Pradesh,Respiratory,Airovent,Pulmovia Therapeutics,5376,1621.0,6139.0
2026-01-12,2,2026,DELHI,Diabetes,Insulyn,Insulara Biotech,2446,665.0,2713.0
2026-01-12,2,2026,WEST BENGAL,  Cardiology  ,Cordamet,Meditrix Labs,2185,754.0,2647.0
2026-01-12,2,2026,RAJASTHAN,CARDIOLOGY,Cordamet,Meditrix Labs,1805,482.0,2143.0
2026-01-12,2,2026,WestBengal,  Cardiology  ,Vascolin,Zenova Biosciences,3770,924.0,4600.0
2026-01-12,2,2026,  Andhra Pradesh  ,respiratory,Airovent,Pulmovia Therapeutics,4974,1127.0,5970.0
2026-01-12,2,2026,Rajasthan,RESPIRATORY,Bronchel,Breathex Labs,3066,911.0,3280.0
2026-01-12,2,2026,Kerala,respiratory,Airovent,Pulmovia Therapeutics,4349,1349.0,4729.0
2026-01-12,2,2026,,RESPIRATORY,Bronchel,,5852,1614.0,6887.0
2026-01-12,2,2026,delhi,  Cardiology  ,Cordamet,Meditrix Labs,3009,758.0,3460.0
2026-01-12,2,2026,telangana,  Respiratory  ,Respivan,Aerovant Pharma,3966,1251.0,4619.0
2026-01-12,2,2026,  Rajasthan  ,diabetes,Glucotend,Glucera Health,4403,1503.0,4770.0
2026-01-12,2,2026,gujarat,  Diabetes  ,Glucotend,Glucera Health,3833,936.0,4677.0
2026-01-12,2,2026,  Andhra Pradesh  ,Respiratory,Respivan,Aerovant Pharma,5772,1569.0,6245.0
2026-01-12,2,2026,KERALA,diabetes,Glucotend,Glucera Health,1856,536.0,2028.0
2026-01-12,2,2026,  Rajasthan  ,Diabetes,Metforal,,3681,900.0,4337.0
2026-01-12,2,2026,gujarat,cardiology,Vascolin,Zenova Biosciences,4833,1281.0,5424.0
2026-01-12,2,2026,Kerala,DIABETES,Insulyn,Insulara Biotech,3041,770.0,3764.0
2026-01-12,2,2026,tamil nadu,CARDIOLOGY,Vascolin,Zenova Biosciences,1510,509.0,1758.0
2026-01-12,2,2026,  Maharashtra  ,  Respiratory  ,Respivan,Aerovant Pharma,2361,662.0,2866.0
2026-01-12,2,2026,GUJARAT,diabetes,Metforal,Novanta Pharma,5407,1767.0,6263.0
2026-01-12,2,2026,Maharashtra,RESPIRATORY,Airovent,,4157,843.0,4395.0
2026-01-12,2,2026,Kerala,cardiology,Vascolin,Zenova Biosciences,1560,385.0,1822.0
2026-01-12,2,2026,Delhi,Respiratory,Airovent,Pulmovia Therapeutics,5359,1640.0,6652.0
2026-01-12,2,2026,tamil nadu,respiratory,Airovent,Pulmovia Therapeutics,3992,988.0,4897.0
2026-01-12,2,2026,west bengal,Cardiology,Cardivex,Corvyx Pharma,5041,1322.0,5409.0
2026-01-12,2,2026,W. Bengal,Diabetes,Insulyn,Insulara Biotech,4056,996.0,4869.0
2026-01-12,2,2026,AndhraPradesh,diabetes,Glucotend,Glucera Health,4595,978.0,5596.0
2026-01-12,2,2026,  Maharashtra  ,CARDIOLOGY,Cardivex,Corvyx Pharma,3406,1056.0,3916.0
2026-01-12,2,2026,  Karnataka  ,Cardiology,Cardivex,Corvyx Pharma,4253,1117.0,5104.0
2026-01-12,2,2026,ANDHRA PRADESH,Diabetes,Insulyn,Insulara Biotech,3787,912.0,4350.0
2026-01-12,2,2026,  Gujarat  ,Cardiology,Cardivex,Corvyx Pharma,5844,1181.0,7043.0
2026-01-12,2,2026,  Maharashtra  ,diabetes,Glucotend,Glucera Health,2564,810.0,3139.0
2026-01-12,2,2026,gujarat,Respiratory,Respivan,Aerovant Pharma,2203,595.0,2451.0
2026-01-12,2,2026,delhi,Respiratory,Respivan,Aerovant Pharma,3557,1055.0,4029.0
2026-01-12,2,2026,MAHARASHTRA,cardiology,Cordamet,Meditrix Labs,2912,803.0,3454.0
2026-01-12,2,2026,TAMIL NADU,CARDIOLOGY,Cordamet,Meditrix Labs,2212,476.0,2522.0
2026-01-12,2,2026,Karnataka ,  Cardiology  ,Vascolin,Zenova Biosciences,3833,1005.0,4240.0
2026-01-12,2,2026,RAJASTHAN,Respiratory,Airovent,Pulmovia Therapeutics,4352,1077.0,4685.0
2026-01-12,2,2026,Maharashtra,  Respiratory  ,Respivan,Aerovant Pharma,3406,1084.0,3685.0
2026-01-12,2,2026,Maharashtra,  Respiratory  ,Airovent,Pulmovia Therapeutics,2158,454.0,2561.0
2026-01-12,2,2026,KERALA,  Respiratory  ,Airovent,Pulmovia Therapeutics,2133,554.0,2479.0
2026-01-12,2,2026,Gujarat,Cardiology,Vascolin,Zenova Biosciences,4396,1004.0,5459.0
2026-01-12,2,2026,MAHARASHTRA,Cardiology,Cordamet,Meditrix Labs,2146,583.0,2285.0
2026-01-12,2,2026,  Andhra Pradesh  ,Diabetes,Glucotend,Glucera Health,3991,1110.0,4815.0
2026-01-12,2,2026,rajasthan,  Diabetes  ,Insulyn,Insulara Biotech,4892,1177.0,5806.0
2026-01-12,2,2026,gujarat,Cardiology,Cardivex,Corvyx Pharma,3680,924.0,4487.0
2026-01-12,2,2026,rajasthan,  Respiratory  ,Airovent,Pulmovia Therapeutics,4549,1566.0,4945.0
2026-01-12,2,2026,WEST BENGAL,RESPIRATORY,Airovent,Pulmovia Therapeutics,4506,1496.0,5551.0
2026-01-12,2,2026,Tamilnadu,CARDIOLOGY,Vascolin,Zenova Biosciences,2371,620.0,2886.0
2026-01-12,2,2026,  Gujarat  ,Respiratory,Airovent,Pulmovia Therapeutics,5047,1322.0,5508.0
2026-01-12,2,2026,delhi,  Respiratory  ,Respivan,Aerovant Pharma,4983,1255.0,5954.0
2026-01-12,2,2026,maharashtra,  Respiratory  ,Respivan,Aerovant Pharma,3728,813.0,4281.0
2026-01-12,2,2026,West Bengal,Diabetes,Metforal,Novanta Pharma,4680,1226.0,5646.0
2026-01-12,2,2026,Kerala,  Diabetes  ,Metforal,Novanta Pharma,3597,1169.0,3878.0
2026-01-12,2,2026,maharashtra,Diabetes,Insulyn,Insulara Biotech,5187,1556.0,6246.0
2026-01-12,2,2026,  Karnataka  ,Diabetes,Glucotend,Glucera Health,4146,1295.0,5170.0
2026-01-12,2,2026,Maharashtra,Respiratory,Respivan,,3128,684.0,3763.0
2026-01-12,2,2026,  Tamil Nadu  ,RESPIRATORY,Bronchel,Breathex Labs,3939,1141.0,4321.0
2026-01-12,2,2026,Karnatka,diabetes,Glucotend,Glucera Health,1730,518.0,2154.0
2026-01-12,2,2026,Gujarat,  Cardiology  ,Cardivex,Corvyx Pharma,4198,1001.0,4931.0
2026-01-12,2,2026,GUJARAT,diabetes,Glucotend,Glucera Health,2456,524.0,2608.0
2026-01-12,2,2026,DELHI,  Cardiology  ,Vascolin,Zenova Biosciences,4056,964.0,4764.0
2026-01-12,2,2026,MAHARASHTRA,  Cardiology  ,Cordamet,Meditrix Labs,2138,740.0,2394.0
2026-01-12,2,2026,DELHI,Diabetes,Glucotend,Glucera Health,1586,543.0,1936.0
2026-01-12,2,2026,GUJARAT,Diabetes,Glucotend,Glucera Health,1809,601.0,2191.0
2026-01-12,2,2026,DELHI,Cardiology,Vascolin,Zenova Biosciences,4082,839.0,5043.0
2026-01-12,2,2026,AndhraPradesh,Diabetes,Glucotend,Glucera Health,3139,781.0,3910.0
2026-01-12,2,2026,  Kerala  ,cardiology,Vascolin,Zenova Biosciences,3685,1132.0,4255.0
2026-01-12,2,2026,Gujarat,diabetes,Metforal,Novanta Pharma,5305,1066.0,6565.0
2026-01-12,2,2026,Rajasthan,Cardiology,Vascolin,Zenova Biosciences,2860,684.0,3074.0
2026-01-12,2,2026,Karnataka,Respiratory,Airovent,Pulmovia Therapeutics,3775,1255.0,4584.0
2026-01-12,2,2026,  Maharashtra  ,respiratory,Bronchel,Breathex Labs,3512,1216.0,3784.0
2026-01-12,2,2026,  Gujarat  ,Respiratory,Respivan,Aerovant Pharma,2967,875.0,3561.0
2026-01-12,2,2026,maharashtra,Cardiology,Cordamet,Meditrix Labs,3557,989.0,3823.0
2026-01-12,2,2026,DELHI,CARDIOLOGY,Vascolin,Zenova Biosciences,3499,899.0,4070.0
2026-01-12,2,2026,Tamil Ndu,Respiratory,Bronchel,Breathex Labs,3697,770.0,4016.0
2026-01-12,2,2026,andhra pradesh,RESPIRATORY,Airovent,Pulmovia Therapeutics,4246,1295.0,4520.0
2026-01-12,2,2026,telangana,CARDIOLOGY,Cordamet,Meditrix Labs,3390,721.0,3806.0
2026-01-12,2,2026,KERALA,respiratory,Bronchel,Breathex Labs,4560,1093.0,5465.0
2026-01-12,2,2026,  West Bengal  ,Diabetes,Insulyn,Insulara Biotech,5792,1640.0,7108.0
2026-01-12,2,2026,Kerala,  Respiratory  ,Respivan,Aerovant Pharma,5704,1939.0,6853.0
2026-01-12,2,2026,delhi,diabetes,Glucotend,Glucera Health,5264,1352.0,5832.0
2026-01-12,2,2026,telangana,Cardiology,Vascolin,Zenova Biosciences,2349,611.0,2565.0
2026-01-12,2,2026,TELANGANA,RESPIRATORY,Respivan,Aerovant Pharma,4374,944.0,4800.0
2026-01-12,2,2026,  Karnataka  ,CARDIOLOGY,Vascolin,Zenova Biosciences,3642,810.0,4088.0
2026-01-12,2,2026,Maharashtra,Respiratory,Airovent,Pulmovia Therapeutics,3230,808.0,4035.0
2026-01-12,2,2026,delhi,respiratory,Respivan,Aerovant Pharma,3170,992.0,3454.0
2026-01-12,2,2026,KERALA,diabetes,Metforal,Novanta Pharma,2112,619.0,2415.0
2026-01-12,2,2026,Andhra Pradesh,Diabetes,Insulyn,Insulara Biotech,2369,476.0,2658.0
2026-01-12,2,2026,kerala,  Diabetes  ,Metforal,Novanta Pharma,4706,1287.0,5252.0
2026-01-12,2,2026,AndhraPradesh,Respiratory,Respivan,Aerovant Pharma,2449,755.0,2785.0
2026-01-12,2,2026,GUJARAT,  Cardiology  ,Vascolin,Zenova Biosciences,4053,996.0,4619.0
2026-01-12,2,2026,Rajasthan,Respiratory,Bronchel,Breathex Labs,3090,1055.0,3400.0
2026-01-12,2,2026,TN,Diabetes,Insulyn,Insulara Biotech,5140,1109.0,5692.0
2026-01-12,2,2026,Maharashtra,Respiratory,Respivan,Aerovant Pharma,2690,639.0,2922.0
2026-01-12,2,2026,KERALA,Cardiology,Vascolin,Zenova Biosciences,4146,1387.0,4628.0
2026-01-12,2,2026,KARNATAKA,Cardiology,Vascolin,,2555,515.0,2745.0
2026-01-12,2,2026,GUJARAT,respiratory,Airovent,Pulmovia Therapeutics,1736,460.0,1929.0
2026-01-12,2,2026,Delhi,DIABETES,Glucotend,Glucera Health,5408,1261.0,6063.0
2026-01-12,2,2026,rajasthan,diabetes,Metforal,Novanta Pharma,1869,641.0,2274.0
2026-01-12,2,2026,  Maharashtra  ,diabetes,Metforal,Novanta Pharma,1896,442.0,2350.0
2026-01-12,2,2026,Gujarat,diabetes,Glucotend,Glucera Health,2084,442.0,2387.0
2026-01-12,2,2026,West Bengal,  Respiratory  ,Airovent,Pulmovia Therapeutics,2998,752.0,3357.0
2026-01-12,2,2026,kerala,  Cardiology  ,Cordamet,Meditrix Labs,2955,934.0,3131.0
2026-01-12,2,2026,  Delhi  ,RESPIRATORY,Airovent,Pulmovia Therapeutics,1860,574.0,2108.0
2026-01-12,2,2026,  Delhi  ,DIABETES,Insulyn,Insulara Biotech,5205,1730.0,5536.0
2026-01-12,2,2026,TELANGANA,  Diabetes  ,Metforal,Novanta Pharma,3039,775.0,3336.0
2026-01-12,2,2026,TN,Respiratory,Airovent,Pulmovia Therapeutics,5073,1308.0,5736.0
2026-01-12,2,2026,Maharashtra,  Cardiology  ,Cordamet,Meditrix Labs,4902,1157.0,5778.0
2026-01-12,2,2026,Delhi,  Diabetes  ,Glucotend,Glucera Health,2875,700.0,3533.0
2026-01-12,2,2026,  Karnataka  ,  Cardiology  ,Vascolin,Zenova Biosciences,3724,1251.0,4014.0
2026-01-12,2,2026,,Diabetes,Insulyn,Insulara Biotech,3201,657.0,3823.0
2026-01-12,2,2026,MAHARASHTRA,  Cardiology  ,Cardivex,Corvyx Pharma,1969,688.0,2140.0
2026-01-12,2,2026,  Karnataka  ,CARDIOLOGY,Cordamet,Meditrix Labs,3215,692.0,3423.0
2026-01-12,2,2026,Karnatka,diabetes,Metforal,Novanta Pharma,1612,378.0,1929.0
2026-01-12,2,2026,tamil nadu,CARDIOLOGY,Cardivex,Corvyx Pharma,2818,936.0,3258.0
2026-01-12,2,2026,RAJASTHAN,  Respiratory  ,Airovent,Pulmovia Therapeutics,4888,1181.0,5764.0
2026-01-12,2,2026,Delhi,  Respiratory  ,Bronchel,Breathex Labs,5024,1390.0,5338.0
2026-01-12,2,2026,andhra pradesh,  Diabetes  ,Metforal,,3691,1047.0,4529.0
2026-01-12,2,2026,Tamilnadu,cardiology,Cordamet,Meditrix Labs,5942,1694.0,6626.0
2026-01-12,2,2026,rajasthan,Cardiology,Vascolin,Zenova Biosciences,4349,1399.0,4822.0
2026-01-12,2,2026,  Delhi  ,  Respiratory  ,Bronchel,Breathex Labs,3627,1020.0,4051.0
2026-01-12,2,2026,gujarat,diabetes,Insulyn,Insulara Biotech,4325,980.0,5034.0
2026-01-12,2,2026,Maharashtra,Diabetes,Insulyn,Insulara Biotech,2567,629.0,2763.0
2026-01-12,2,2026,  Tamil Nadu  ,  Diabetes  ,Glucotend,Glucera Health,4296,1363.0,5102.0
2026-01-12,2,2026,Tamil Ndu,  Cardiology  ,Vascolin,Zenova Biosciences,5384,1359.0,6549.0
2026-01-12,2,2026,delhi,DIABETES,Insulyn,Insulara Biotech,2517,767.0,2874.0
2026-01-12,2,2026,Tamilnadu,  Diabetes  ,Glucotend,Glucera Health,3131,1015.0,3291.0
2026-01-12,2,2026,KERALA,  Cardiology  ,Cardivex,Corvyx Pharma,4629,1284.0,4927.0
2026-01-12,2,2026,  Rajasthan  ,RESPIRATORY,Respivan,Aerovant Pharma,4174,1382.0,4980.0
2026-01-12,2,2026,telangana,Diabetes,Metforal,Novanta Pharma,5742,1539.0,7104.0
2026-01-12,2,2026,Karnataka,  Cardiology  ,Cardivex,Corvyx Pharma,3418,715.0,4216.0
2026-01-12,2,2026,Andhra Pradesh,diabetes,Insulyn,Insulara Biotech,4618,1469.0,5102.0
2026-01-12,2,2026,WEST BENGAL,diabetes,Metforal,Novanta Pharma,3616,780.0,4455.0
2026-01-12,2,2026,Telangana,Respiratory,Respivan,Aerovant Pharma,5479,1380.0,6276.0
2026-01-12,2,2026,rajasthan,respiratory,Airovent,Pulmovia Therapeutics,4598,1251.0,4990.0
2026-01-12,2,2026,Gujarat,CARDIOLOGY,Cardivex,Corvyx Pharma,1907,656.0,2302.0
2026-01-12,2,2026,  Gujarat  ,  Diabetes  ,Metforal,Novanta Pharma,3577,857.0,3930.0
2026-01-12,2,2026,  West Bengal  ,CARDIOLOGY,Vascolin,Zenova Biosciences,3522,1201.0,4101.0
2026-01-12,2,2026,,DIABETES,Insulyn,Insulara Biotech,4550,1455.0,5461.0
2026-01-12,2,2026,MAHARASHTRA,  Diabetes  ,Metforal,Novanta Pharma,3725,1043.0,3961.0
2026-01-12,2,2026,tamil nadu,cardiology,Cardivex,,4701,1233.0,5058.0
2026-01-12,2,2026,Kerala,CARDIOLOGY,Cardivex,Corvyx Pharma,2284,730.0,2622.0
2026-01-12,2,2026,maharashtra,cardiology,Vascolin,Zenova Biosciences,4922,1662.0,5820.0
2026-01-12,2,2026,KARNATAKA,RESPIRATORY,Bronchel,Breathex Labs,3793,1237.0,4647.0
2026-01-12,2,2026,W. Bengal,respiratory,Respivan,,5019,1171.0,6184.0
2026-01-12,2,2026,gujarat,cardiology,Cardivex,Corvyx Pharma,5216,1428.0,5728.0
2026-01-12,2,2026,Telangana,cardiology,Cardivex,Corvyx Pharma,4954,1067.0,6159.0
2026-01-12,2,2026,  Karnataka  ,diabetes,Glucotend,Glucera Health,2778,639.0,3100.0
2026-01-12,2,2026,TELANGANA,Respiratory,Airovent,Pulmovia Therapeutics,5126,1608.0,5420.0
2026-01-12,2,2026,delhi,CARDIOLOGY,Cordamet,Meditrix Labs,3266,833.0,3569.0
2026-01-12,2,2026,Karnataka,  Diabetes  ,Metforal,Novanta Pharma,3045,842.0,3367.0
2026-01-12,2,2026,andhra pradesh,cardiology,Cardivex,Corvyx Pharma,1879,598.0,2131.0
2026-01-12,2,2026,  West Bengal  ,DIABETES,Metforal,Novanta Pharma,3146,743.0,3768.0
2026-01-12,2,2026,Tamil Ndu,RESPIRATORY,Airovent,Pulmovia Therapeutics,2670,928.0,2998.0
2026-01-12,2,2026,Gujarat,DIABETES,Insulyn,Insulara Biotech,1712,593.0,2116.0
2026-01-12,2,2026,West Bengal,Respiratory,Airovent,Pulmovia Therapeutics,1623,531.0,1939.0
2026-01-12,2,2026,WEST BENGAL,Respiratory,Airovent,Pulmovia Therapeutics,2198,473.0,2582.0
2026-01-12,2,2026,RAJASTHAN,DIABETES,Insulyn,Insulara Biotech,4223,1435.0,4645.0
2026-01-12,2,2026,Andhra Pradesh,  Cardiology  ,Cardivex,,2844,923.0,3529.0
2026-01-12,2,2026,Karnataka ,CARDIOLOGY,Cordamet,Meditrix Labs,1747,576.0,1984.0
2026-01-12,2,2026,West Bengal,Cardiology,Vascolin,Zenova Biosciences,4451,1440.0,5160.0
2026-01-12,2,2026,  Karnataka  ,Diabetes,Metforal,Novanta Pharma,3342,832.0,3794.0
2026-01-12,2,2026,TELANGANA,Cardiology,Vascolin,Zenova Biosciences,2347,750.0,2602.0
2026-01-12,2,2026,West Bengal,  Respiratory  ,Airovent,,3453,1046.0,3671.0
2026-01-12,2,2026,Karnataka ,  Respiratory  ,Airovent,Pulmovia Therapeutics,3905,1286.0,4469.0
2026-01-12,2,2026,,respiratory,Respivan,Aerovant Pharma,2161,712.0,2323.0
2026-01-12,2,2026,Telangana,Diabetes,Metforal,Novanta Pharma,4132,951.0,4929.0
2026-01-12,2,2026,  Delhi  ,CARDIOLOGY,Cordamet,Meditrix Labs,5368,1625.0,6684.0
2026-01-12,2,2026,Karnataka,diabetes,Glucotend,,5741,1597.0,6461.0
2026-01-12,2,2026,TN,cardiology,Cordamet,Meditrix Labs,2853,943.0,3376.0
2026-01-12,2,2026,Delhi,Cardiology,Cordamet,Meditrix Labs,4235,1161.0,4677.0
2026-01-12,2,2026,Delhi,diabetes,Insulyn,Insulara Biotech,3141,1080.0,3396.0
2026-01-12,2,2026,rajasthan,RESPIRATORY,Bronchel,Breathex Labs,4343,1423.0,5229.0
2026-01-12,2,2026,delhi,diabetes,Insulyn,Insulara Biotech,2230,752.0,2445.0
2026-01-12,2,2026,Tamil Nadu,Cardiology,Vascolin,Zenova Biosciences,4378,1525.0,5221.0
