date,week_number,year,region,therapeutic_area,product,brand,trx,nrx,units
11/18/2024,151,2024,KARNATAKA,  Diabetes  ,Glucotend,Glucera Health,291.0,79.0,795
2022-09-05,36,2022,rajasthan,Respiratory,Bronchel,Breathex Labs,180.6,49.1,569
2024/01/29,109,2024,delhi,cardiology,Vascolin,Zenova Biosciences,263.4,40.1,686
2024/08/12,137,2024,  Kerala  ,DIABETES,Glucotend,Glucera Health,202.7,38.6,600
25/07/2022,30,2022,  Gujarat  ,RESPIRATORY,Airovent,Pulmovia Therapeutics,169.3,36.1,496
13/02/2023,59,2023,  Telangana  ,cardiology,Cordamet,Meditrix Labs,223.5,86.0,675
2024-04-22,121,2024,gujarat,Respiratory,Bronchel,Breathex Labs,243.7,45.7,
2022-10-10,41,2022,maharashtra,DIABETES,Metforal,Novanta Pharma,233.9,56.5,672
2022/07/04,27,2022,West Bengal,CARDIOLOGY,Cordamet,Meditrix Labs,208.1,58.8,660
2025/04/28,174,2025,Kerala,diabetes,Insulyn,Insulara Biotech,155.4,48.4,450
03-Feb-2025,162,2025,Gujarat,  Respiratory  ,Bronchel,Breathex Labs,177.6,20.5,504
02/13/2023,59,2023,MAHARASHTRA,respiratory,Airovent,Pulmovia Therapeutics,210.5,59.1,662
2023/04/24,69,2023,ANDHRA PRADESH,CARDIOLOGY,Vascolin,Zenova Biosciences,277.9,71.6,731
06/20/2022,25,2022,karnataka,RESPIRATORY,Respivan,Aerovant Pharma,285.4,82.4,907
12/22/2025,208,2025,  Tamil Nadu  ,diabetes,Glucotend,Glucera Health,346.6,92.3,
10/03/2025,167,2025,AndhraPradesh,CARDIOLOGY,Cordamet,Meditrix Labs,190.0,33.8,541
01/22/2024,108,2024,AndhraPradesh,DIABETES,Metforal,Novanta Pharma,180.0,48.9,601
02/26/2024,113,2024,Tamil Nadu,Diabetes,Insulyn,Insulara Biotech,227.7,40.6,576
11/03/2024,115,2024,  West Bengal  ,respiratory,Bronchel,Breathex Labs,222.9,45.1,608
2024-09-09,141,2024,kerala,Cardiology,Vascolin,Zenova Biosciences,163.7,53.3,429
03/07/2022,10,2022,Gujarat,  Diabetes  ,Glucotend,Glucera Health,181.4,53.3,529
2023/05/22,73,2023,TELANGANA,RESPIRATORY,Airovent,Pulmovia Therapeutics,126.6,30.9,407
29/09/2025,196,2025,Kerala,respiratory,Respivan,Aerovant Pharma,129.9,31.5,369
12-Dec-2022,50,2022,TELANGANA,diabetes,Insulyn,Insulara Biotech,171.8,36.0,556
2024-01-22,108,2024,tamil nadu,Respiratory,Airovent,Pulmovia Therapeutics,272.2,63.4,897
04/17/2023,68,2023,  Kerala  ,DIABETES,Metforal,Novanta Pharma,138.5,34.5,384
2024-08-05,136,2024,telangana,  Cardiology  ,Cardivex,Corvyx Pharma,116.7,30.7,359
2023-01-30,57,2023,KERALA,  Diabetes  ,Metforal,Novanta Pharma,260.6,70.4,670
2025/02/10,163,2025,AndhraPradesh,Cardiology,Cordamet,Meditrix Labs,190.4,49.5,627
09/06/2025,180,2025,WestBengal,  Respiratory  ,Airovent,Pulmovia Therapeutics,116.8,22.1,324
10/27/2025,200,2025,  Kerala  ,Cardiology,Cardivex,Corvyx Pharma,114.3,22.5,372
2023/06/19,77,2023,rajasthan,RESPIRATORY,Respivan,Aerovant Pharma,114.0,44.1,326
29/04/2024,122,2024,Andhra Pradesh,Respiratory,Airovent,Pulmovia Therapeutics,82.5,30.4,267
02/03/2025,162,2025,DELHI,Diabetes,Insulyn,Insulara Biotech,240.2,57.1,733
2024-06-10,128,2024,WEST BENGAL,  Cardiology  ,Cordamet,Meditrix Labs,328.5,80.2,902
22/12/2025,208,2025,RAJASTHAN,CARDIOLOGY,Cordamet,Meditrix Labs,283.2,69.6,765
2024/10/21,147,2024,WestBengal,  Cardiology  ,Vascolin,Zenova Biosciences,333.6,68.2,
04/10/2023,67,2023,  Andhra Pradesh  ,respiratory,Airovent,Pulmovia Therapeutics,104.7,27.4,322
2022/08/08,32,2022,Rajasthan,RESPIRATORY,Bronchel,Breathex Labs,127.3,25.1,389
30/01/2023,57,2023,Kerala,respiratory,Airovent,Pulmovia Therapeutics,136.3,32.9,416
07-Apr-2025,171,2025,,RESPIRATORY,Bronchel,,229.2,61.8,729
2025/01/06,158,2025,delhi,  Cardiology  ,Cordamet,Meditrix Labs,215.4,46.3,625
06-Jun-2022,23,2022,telangana,  Respiratory  ,Respivan,Aerovant Pharma,205.2,59.8,597
2023/10/02,92,2023,  Rajasthan  ,diabetes,Glucotend,Glucera Health,178.0,29.4,591
2023/10/09,93,2023,gujarat,  Diabetes  ,Glucotend,Glucera Health,200.7,38.1,666
03/11/2025,201,2025,  Andhra Pradesh  ,Respiratory,Respivan,Aerovant Pharma,151.4,44.2,504
2024-07-22,134,2024,KERALA,diabetes,Glucotend,Glucera Health,205.2,32.7,664
09-Sep-2024,141,2024,  Rajasthan  ,Diabetes,Metforal,,136.2,44.9,353
27-Jan-2025,161,2025,gujarat,cardiology,Vascolin,Zenova Biosciences,275.2,55.2,732
02/21/2022,8,2022,Kerala,DIABETES,Insulyn,Insulara Biotech,250.0,43.7,629
30-May-2022,22,2022,tamil nadu,CARDIOLOGY,Vascolin,Zenova Biosciences,239.9,82.6,661
2025/01/06,158,2025,  Maharashtra  ,  Respiratory  ,Respivan,Aerovant Pharma,185.4,37.4,560
02/10/2025,163,2025,GUJARAT,diabetes,Metforal,Novanta Pharma,246.2,71.9,755
2024/09/09,141,2024,Maharashtra,RESPIRATORY,Airovent,,280.7,74.5,896
2024-12-09,154,2024,Kerala,cardiology,Vascolin,Zenova Biosciences,262.1,74.8,
2025-12-22,208,2025,Delhi,Respiratory,Airovent,Pulmovia Therapeutics,187.8,72.6,538
20-Jan-2025,160,2025,DELHI,Respiratory,Airovent,Pulmovia Therapeutics,188.5,57.4,581
12/25/2023,104,2023,tamil nadu,respiratory,Airovent,Pulmovia Therapeutics,210.4,,641
2025-03-03,166,2025,west bengal,Cardiology,Cardivex,Corvyx Pharma,156.2,43.8,486
2023/10/30,96,2023,gujarat,cardiology,Vascolin,Zenova Biosciences,170.5,29.9,526
2024-10-07,145,2024,AndhraPradesh,diabetes,Glucotend,Glucera Health,186.4,41.9,606
2023/04/24,69,2023,  Maharashtra  ,CARDIOLOGY,Cardivex,Corvyx Pharma,203.0,43.7,598
07/31/2023,83,2023,  Karnataka  ,Cardiology,Cardivex,Corvyx Pharma,328.9,107.2,1081
31/01/2022,5,2022,ANDHRA PRADESH,Diabetes,Insulyn,Insulara Biotech,254.6,57.0,782
2024/09/16,142,2024,  Gujarat  ,Cardiology,Cardivex,Corvyx Pharma,117.4,24.4,331
29/08/2022,35,2022,  Maharashtra  ,diabetes,Glucotend,Glucera Health,426.1,85.6,1362
2023-04-03,66,2023,gujarat,Respiratory,Respivan,Aerovant Pharma,,58.6,669
02/21/2022,8,2022,delhi,Respiratory,Respivan,Aerovant Pharma,128.3,22.0,410
20-Feb-2023,60,2023,MAHARASHTRA,cardiology,Cordamet,Meditrix Labs,305.1,79.9,986
03/24/2025,169,2025,  West Bengal  ,respiratory,Bronchel,Breathex Labs,265.3,53.4,772
2023/06/26,78,2023,TAMIL NADU,CARDIOLOGY,Cordamet,Meditrix Labs,285.2,59.0,876
2025-04-21,173,2025,Karnataka ,  Cardiology  ,Vascolin,Zenova Biosciences,280.6,106.6,745
2024-03-25,117,2024,andhra pradesh,Diabetes,Metforal,Novanta Pharma,164.7,30.6,465
10/10/2022,41,2022,RAJASTHAN,Respiratory,Airovent,Pulmovia Therapeutics,157.8,34.9,456
2025-07-28,187,2025,Maharashtra,  Respiratory  ,Respivan,Aerovant Pharma,160.6,44.4,525
2022-07-25,30,2022,Maharashtra,  Respiratory  ,Airovent,Pulmovia Therapeutics,232.4,,693
2025-03-31,170,2025,KERALA,  Respiratory  ,Airovent,Pulmovia Therapeutics,103.5,,342
16-Dec-2024,155,2024,Gujarat,Cardiology,Vascolin,Zenova Biosciences,334.6,57.0,898
06/10/2024,128,2024,MAHARASHTRA,Cardiology,Cordamet,Meditrix Labs,419.8,97.0,1256
04/09/2023,88,2023,  Andhra Pradesh  ,Diabetes,Glucotend,Glucera Health,193.2,47.6,630
2023-01-09,54,2023,rajasthan,  Diabetes  ,Insulyn,Insulara Biotech,177.3,26.4,517
18-Jul-2022,29,2022,gujarat,Cardiology,Cardivex,Corvyx Pharma,293.3,77.9,964
04/01/2024,118,2024,  Delhi  ,DIABETES,Metforal,Novanta Pharma,224.7,56.4,567
05-Feb-2024,110,2024,rajasthan,  Respiratory  ,Airovent,Pulmovia Therapeutics,158.6,43.9,425
2022-10-03,40,2022,WEST BENGAL,RESPIRATORY,Airovent,Pulmovia Therapeutics,205.2,43.9,
2024-07-08,132,2024,Tamilnadu,CARDIOLOGY,Vascolin,Zenova Biosciences,238.9,64.4,733
07/03/2023,79,2023,  Gujarat  ,Respiratory,Airovent,Pulmovia Therapeutics,104.3,15.8,334
2024-07-08,132,2024,delhi,  Respiratory  ,Respivan,Aerovant Pharma,230.8,72.2,725
2022-10-03,40,2022,maharashtra,  Respiratory  ,Respivan,Aerovant Pharma,135.3,44.0,452
23-Sep-2024,143,2024,  Kerala  ,cardiology,Cordamet,Meditrix Labs,212.0,51.5,635
2024/06/17,129,2024,  Andhra Pradesh  ,Respiratory,Respivan,Aerovant Pharma,155.4,48.8,475
2023-04-10,67,2023,West Bengal,Diabetes,Metforal,Novanta Pharma,183.8,41.1,589
2022-06-06,23,2022,Kerala,  Diabetes  ,Metforal,Novanta Pharma,238.2,39.0,648
26/02/2024,113,2024,maharashtra,Diabetes,Insulyn,Insulara Biotech,245.4,45.7,737
20/05/2024,125,2024,  Karnataka  ,Diabetes,Glucotend,Glucera Health,403.4,114.0,1322
2022-03-28,13,2022,Maharashtra,Respiratory,Respivan,,201.5,48.8,543
2024-01-01,105,2024,  Tamil Nadu  ,RESPIRATORY,Bronchel,Breathex Labs,,48.3,576
2023/12/11,102,2023,KERALA,  Respiratory  ,Airovent,Pulmovia Therapeutics,206.6,61.1,561
07/08/2023,84,2023,Gujarat,  Cardiology  ,Cardivex,Corvyx Pharma,266.7,58.4,751
16-Jun-2025,181,2025,GUJARAT,diabetes,Glucotend,Glucera Health,296.0,76.4,969
22/09/2025,195,2025,DELHI,  Cardiology  ,Vascolin,Zenova Biosciences,196.9,64.5,650
08/04/2024,119,2024,MAHARASHTRA,  Cardiology  ,Cordamet,Meditrix Labs,332.1,72.5,868
08/29/2022,35,2022,DELHI,Diabetes,Glucotend,Glucera Health,391.6,94.8,1213
2022/07/04,27,2022,GUJARAT,Diabetes,Glucotend,Glucera Health,274.6,63.0,770
04/15/2024,120,2024,DELHI,Cardiology,Vascolin,Zenova Biosciences,232.4,64.5,767
2025-04-21,173,2025,AndhraPradesh,Diabetes,Glucotend,Glucera Health,271.6,97.0,710
06-Mar-2023,62,2023,  Kerala  ,cardiology,Vascolin,Zenova Biosciences,261.2,71.1,700
2023-09-11,89,2023,Gujarat,diabetes,Metforal,Novanta Pharma,265.7,80.3,687
2023/11/27,100,2023,Rajasthan,Cardiology,Vascolin,Zenova Biosciences,199.5,51.8,581
2022-08-29,35,2022,Karnataka,Respiratory,Airovent,Pulmovia Therapeutics,196.9,30.7,513
12-Sep-2022,37,2022,  Maharashtra  ,respiratory,Bronchel,Breathex Labs,249.0,54.9,624
02/06/2025,179,2025,  Gujarat  ,Respiratory,Respivan,Aerovant Pharma,172.8,44.3,543
24-Mar-2025,169,2025,maharashtra,Cardiology,Cordamet,Meditrix Labs,287.3,64.8,776
2024-05-13,124,2024,DELHI,CARDIOLOGY,Vascolin,Zenova Biosciences,301.0,99.3,796
2024/09/23,143,2024,andhra pradesh,RESPIRATORY,Airovent,Pulmovia Therapeutics,190.9,43.5,513
17/04/2023,68,2023,telangana,CARDIOLOGY,Cordamet,Meditrix Labs,212.8,49.4,609
12/04/2023,101,2023,KERALA,respiratory,Bronchel,Breathex Labs,90.6,26.6,302
2024/05/13,124,2024,  West Bengal  ,Diabetes,Insulyn,Insulara Biotech,129.6,34.0,336
09-Sep-2024,141,2024,Kerala,  Respiratory  ,Respivan,Aerovant Pharma,130.0,45.7,364
26-Jun-2023,78,2023,delhi,diabetes,Glucotend,Glucera Health,346.7,105.3,1168
10/09/2023,93,2023,telangana,Cardiology,Vascolin,Zenova Biosciences,186.8,56.2,526
31-Mar-2025,170,2025,TELANGANA,RESPIRATORY,Respivan,Aerovant Pharma,158.9,38.4,400
02/09/2024,140,2024,  Karnataka  ,CARDIOLOGY,Vascolin,Zenova Biosciences,270.6,88.7,853
12/05/2022,49,2022,Maharashtra,  Respiratory  ,Respivan,Aerovant Pharma,175.6,38.2,592
2024/03/04,114,2024,Maharashtra,Respiratory,Airovent,Pulmovia Therapeutics,220.5,50.0,671
06-Jan-2025,158,2025,  Kerala  ,cardiology,Vascolin,Zenova Biosciences,203.3,51.0,657
18-Mar-2024,116,2024,AndhraPradesh,CARDIOLOGY,Cordamet,Meditrix Labs,266.8,67.2,764
17-Jan-2022,3,2022,Kerala,diabetes,Insulyn,Insulara Biotech,259.6,47.3,858
2024/11/25,152,2024,delhi,respiratory,Respivan,Aerovant Pharma,,21.4,285
09/18/2023,90,2023,WEST BENGAL,  Cardiology  ,Cordamet,Meditrix Labs,190.3,55.0,553
15-Dec-2025,207,2025,KERALA,diabetes,Metforal,Novanta Pharma,126.0,29.7,363
22-Apr-2024,121,2024,Andhra Pradesh,Diabetes,Insulyn,Insulara Biotech,148.3,47.4,375
2023/04/03,66,2023,kerala,  Diabetes  ,Metforal,Novanta Pharma,161.9,34.0,465
08/15/2022,33,2022,AndhraPradesh,Respiratory,Respivan,Aerovant Pharma,185.0,62.6,525
2024-10-28,148,2024,GUJARAT,  Cardiology  ,Vascolin,Zenova Biosciences,317.6,75.5,1045
03/13/2023,63,2023,Rajasthan,Respiratory,Bronchel,Breathex Labs,107.8,39.9,272
12/05/2022,49,2022,delhi,  Cardiology  ,Cordamet,Meditrix Labs,239.7,50.4,675
15/05/2023,72,2023,Maharashtra,Respiratory,Respivan,Aerovant Pharma,271.7,66.2,879
23/06/2025,182,2025,KERALA,Cardiology,Vascolin,Zenova Biosciences,128.4,44.6,375
01/27/2025,161,2025,KARNATAKA,Cardiology,Vascolin,,381.2,117.4,991
26-Feb-2024,113,2024,GUJARAT,respiratory,Airovent,Pulmovia Therapeutics,163.2,56.3,531
02/20/2023,60,2023,Delhi,DIABETES,Glucotend,Glucera Health,160.0,51.7,479
01-Jan-2024,105,2024,rajasthan,diabetes,Metforal,Novanta Pharma,176.8,48.3,490
12/05/2025,176,2025,  Maharashtra  ,diabetes,Metforal,Novanta Pharma,245.7,72.1,747
10/11/2025,202,2025,Gujarat,diabetes,Glucotend,Glucera Health,242.0,69.5,668
01/07/2024,131,2024,West Bengal,  Respiratory  ,Airovent,Pulmovia Therapeutics,89.1,23.0,224
12-Sep-2022,37,2022,kerala,  Cardiology  ,Cordamet,Meditrix Labs,187.8,49.0,623
26/05/2025,178,2025,  Delhi  ,RESPIRATORY,Airovent,Pulmovia Therapeutics,96.1,23.7,243
10/11/2025,202,2025,  Delhi  ,DIABETES,Insulyn,Insulara Biotech,196.1,36.3,598
08/07/2023,84,2023,TELANGANA,  Diabetes  ,Metforal,Novanta Pharma,157.1,44.0,492
2022/07/18,29,2022,Maharashtra,  Cardiology  ,Cordamet,Meditrix Labs,240.9,76.6,774
01/04/2024,118,2024,Delhi,  Diabetes  ,Glucotend,Glucera Health,328.3,117.1,960
2022-03-28,13,2022,  Karnataka  ,  Cardiology  ,Vascolin,Zenova Biosciences,253.0,80.9,743
11/25/2024,152,2024,,Diabetes,Insulyn,Insulara Biotech,,59.0,861
01-Sep-2025,192,2025,MAHARASHTRA,  Cardiology  ,Cardivex,Corvyx Pharma,211.8,52.4,657
06/10/2024,128,2024,  Karnataka  ,CARDIOLOGY,Cordamet,Meditrix Labs,371.0,88.7,
2023-05-29,74,2023,tamil nadu,CARDIOLOGY,Cardivex,Corvyx Pharma,280.1,72.3,808
07/08/2024,132,2024,RAJASTHAN,  Respiratory  ,Airovent,Pulmovia Therapeutics,66.7,19.0,169
2025-11-03,201,2025,Delhi,  Respiratory  ,Bronchel,Breathex Labs,213.4,,586
2022/05/23,21,2022,AndhraPradesh,DIABETES,Metforal,Novanta Pharma,271.6,67.1,681
09/09/2024,141,2024,andhra pradesh,  Diabetes  ,Metforal,,147.3,29.1,479
21/03/2022,12,2022,Tamilnadu,cardiology,Cordamet,Meditrix Labs,157.7,30.5,428
05/30/2022,22,2022,rajasthan,Cardiology,Vascolin,Zenova Biosciences,174.7,54.1,530
10/23/2023,95,2023,  Delhi  ,  Respiratory  ,Bronchel,Breathex Labs,160.5,54.6,503
28/08/2023,87,2023,  Delhi  ,RESPIRATORY,Airovent,Pulmovia Therapeutics,134.5,34.4,413
2024/04/29,122,2024,gujarat,diabetes,Insulyn,Insulara Biotech,139.3,26.9,408
04/28/2025,174,2025,Maharashtra,Diabetes,Insulyn,Insulara Biotech,315.8,88.0,964
09/12/2022,37,2022,  Tamil Nadu  ,  Diabetes  ,Glucotend,Glucera Health,447.6,97.6,1475
08/05/2023,71,2023,tamil nadu,CARDIOLOGY,Vascolin,Zenova Biosciences,261.4,48.7,745
2022/05/16,20,2022,delhi,DIABETES,Insulyn,Insulara Biotech,263.7,72.1,820
02/05/2022,18,2022,Tamilnadu,  Diabetes  ,Glucotend,Glucera Health,158.0,38.0,398
07/11/2022,28,2022,KERALA,  Cardiology  ,Cardivex,Corvyx Pharma,250.0,47.1,782
13/11/2023,98,2023,  Rajasthan  ,RESPIRATORY,Respivan,Aerovant Pharma,161.0,37.5,500
28/02/2022,9,2022,telangana,Diabetes,Metforal,Novanta Pharma,187.7,62.0,587
06/10/2025,197,2025,Karnataka,  Cardiology  ,Cardivex,Corvyx Pharma,131.3,25.7,429
18-Apr-2022,16,2022,Andhra Pradesh,diabetes,Insulyn,Insulara Biotech,190.2,36.5,542
2023-02-06,58,2023,GUJARAT,diabetes,Glucotend,Glucera Health,,36.6,430
07/01/2024,131,2024,WEST BENGAL,diabetes,Metforal,Novanta Pharma,281.7,62.8,765
2025-11-03,201,2025,Telangana,Respiratory,Respivan,Aerovant Pharma,145.5,36.3,435
2024/08/19,138,2024,rajasthan,respiratory,Airovent,Pulmovia Therapeutics,120.8,34.8,398
25-Sep-2023,91,2023,Gujarat,CARDIOLOGY,Cardivex,Corvyx Pharma,317.6,75.3,945
2023/09/04,88,2023,Rajasthan,  Cardiology  ,Cardivex,Corvyx Pharma,188.2,48.9,605
05/08/2023,71,2023,Gujarat,diabetes,Metforal,Novanta Pharma,117.3,20.8,365
2023/01/23,56,2023,  Gujarat  ,  Diabetes  ,Metforal,Novanta Pharma,297.6,91.5,840
2025-02-10,163,2025,  West Bengal  ,CARDIOLOGY,Vascolin,Zenova Biosciences,305.5,78.0,851
09/29/2025,196,2025,,DIABETES,Insulyn,Insulara Biotech,166.8,32.7,563
2023-05-15,72,2023,MAHARASHTRA,  Diabetes  ,Metforal,Novanta Pharma,148.6,32.9,497
20/11/2023,99,2023,tamil nadu,cardiology,Cardivex,,292.1,87.5,766
08/26/2024,139,2024,TELANGANA,RESPIRATORY,Airovent,Pulmovia Therapeutics,113.1,,329
2024-04-01,118,2024,Kerala,CARDIOLOGY,Cardivex,Corvyx Pharma,119.0,28.8,317
2024/11/18,151,2024,maharashtra,cardiology,Vascolin,Zenova Biosciences,361.7,80.6,1219
09/09/2024,141,2024,KARNATAKA,RESPIRATORY,Bronchel,Breathex Labs,161.5,44.0,456
16/05/2022,20,2022,gujarat,cardiology,Cardivex,Corvyx Pharma,276.5,58.7,834
2025/03/03,166,2025,Telangana,cardiology,Cardivex,Corvyx Pharma,121.4,25.5,336
2024-09-30,144,2024,  Karnataka  ,diabetes,Glucotend,Glucera Health,251.7,66.6,
2023-08-14,85,2023,KARNATAKA,  Diabetes  ,Glucotend,Glucera Health,254.6,52.8,822
2023-12-11,102,2023,TELANGANA,Respiratory,Airovent,Pulmovia Therapeutics,175.7,45.9,514
2023/03/27,65,2023,delhi,CARDIOLOGY,Cordamet,Meditrix Labs,303.8,74.7,805
08/01/2024,106,2024,Kerala,CARDIOLOGY,Cardivex,Corvyx Pharma,147.6,33.2,498
2024/05/20,125,2024,Karnataka,  Diabetes  ,Metforal,Novanta Pharma,305.6,80.2,981
06/10/2025,197,2025,andhra pradesh,cardiology,Cardivex,Corvyx Pharma,112.2,16.9,331
15/07/2024,133,2024,  West Bengal  ,DIABETES,Metforal,Novanta Pharma,267.5,,673
08/12/2025,206,2025,Gujarat,DIABETES,Insulyn,Insulara Biotech,151.2,32.7,428
2023/11/20,99,2023,West Bengal,Respiratory,Airovent,Pulmovia Therapeutics,226.8,54.8,732
31-Oct-2022,44,2022,WEST BENGAL,Respiratory,Airovent,Pulmovia Therapeutics,207.2,58.4,531
31/10/2022,44,2022,RAJASTHAN,DIABETES,Insulyn,Insulara Biotech,172.9,26.8,456
2024-06-24,130,2024,Tamilnadu,  Diabetes  ,Glucotend,Glucera Health,325.5,72.6,938
25/04/2022,17,2022,Andhra Pradesh,  Cardiology  ,Cardivex,,261.0,89.7,879
17/11/2025,203,2025,Delhi,Cardiology,Cardivex,Corvyx Pharma,112.0,20.5,324
2024-11-18,151,2024,Karnataka ,CARDIOLOGY,Cordamet,Meditrix Labs,337.4,90.4,851
2024/08/26,139,2024,delhi,cardiology,Vascolin,Zenova Biosciences,240.3,91.2,751
2024-06-17,129,2024,West Bengal,Cardiology,Vascolin,Zenova Biosciences,270.4,71.5,745
24-Jul-2023,82,2023,  Gujarat  ,respiratory,Bronchel,Breathex Labs,234.2,55.8,705
03-Oct-2022,40,2022,  Karnataka  ,Diabetes,Metforal,Novanta Pharma,199.8,41.7,652
26/05/2025,178,2025,TELANGANA,Cardiology,Vascolin,Zenova Biosciences,218.7,57.7,691
2024/07/08,132,2024,West Bengal,  Respiratory  ,Airovent,,67.7,11.9,204
27-Oct-2025,200,2025,Delhi,respiratory,Bronchel,Breathex Labs,206.6,55.0,630
21/10/2024,147,2024,Karnataka ,  Respiratory  ,Airovent,Pulmovia Therapeutics,254.9,,853
02/10/2025,163,2025,,respiratory,Respivan,Aerovant Pharma,119.5,31.0,303
28-Mar-2022,13,2022,Telangana,Diabetes,Metforal,Novanta Pharma,212.8,41.2,592
04/12/2023,101,2023,  Delhi  ,CARDIOLOGY,Cordamet,Meditrix Labs,238.8,62.0,676
10/10/2022,41,2022,  Rajasthan  ,RESPIRATORY,Respivan,Aerovant Pharma,75.2,13.6,212
